Date,France_GtP,Belgium_GtP,Italy_GtP,GB_GtP,Germany_IndPower,Germany_GtP,Netherlands_IndPower,Netherlands_GtP,Total_Gas_to_Power_Demand
2019-10-08,16.34,15.52,70.44,37.87,156.62,39.78,54.05,26.35,206.3
2019-10-09,15.92,14.96,79.05,33.99,157.49,37.17,55.54,25.22,206.31
2019-10-10,13.98,14.25,82.37,33.57,153.93,32.99,54.93,25.78,202.94
2019-10-11,13.17,13.45,79.36,33.53,138.61,22.32,54.05,24.34,186.18
2019-10-12,8.17,13.62,63.63,53.27,118.02,19.6,52.44,26.69,184.98
2019-10-13,2.33,9.67,57.88,56.06,111.83,17.67,48.15,24.11,167.73
2019-10-14,18.42,17.5,79.98,69.49,147.98,39.65,54.29,26.53,251.57
2019-10-15,19.69,18.64,76.07,70.03,153.71,46.88,57.6,27.07,258.38
2019-10-16,18.03,17.77,75.27,60.68,156.56,45.24,60.48,31.69,248.69
2019-10-17,17.99,17.43,81.05,66.11,156.71,46.73,59.67,31.9,261.22
2019-10-18,16.94,14.6,77.05,59.39,144.5,39.9,54.02,29.53,237.42
2019-10-19,17.41,14.52,58.21,39.93,130.64,35.53,53.02,26.25,191.85
2019-10-20,17.28,14.5,49.03,43.14,131.37,38.07,56.91,28.53,190.56
2019-10-21,20.07,19.03,79.66,75.42,157.95,46.98,60.49,32.95,274.1
2019-10-22,18.4,19.14,82.81,70.43,160.88,47.99,60.9,32.64,271.42
2019-10-23,17.73,18.68,76.93,65.73,161.48,48.45,60.41,32.83,260.34
2019-10-24,15.03,16.56,82.88,61.61,155.41,44.12,55.84,30.19,250.4
2019-10-25,11.6,14.25,74.75,57.41,144.46,38.63,51.29,26.67,223.31
2019-10-26,2.96,8.24,54.07,41.73,117.15,15.85,43.7,21.08,143.92
2019-10-27,14.42,14.67,51.61,45.99,128.44,16.19,51.95,25.26,168.14
2019-10-28,21.84,20.07,82.47,78.85,173.83,44.18,57.85,29.01,276.42
2019-10-29,23.0,19.88,84.25,78.33,178.65,49.57,57.66,29.96,284.99
2019-10-30,22.48,20.41,84.62,73.63,180.9,46.94,59.93,31.74,279.81
2019-10-31,20.49,19.63,78.5,72.46,172.38,46.17,60.25,32.77,270.03
2019-11-01,10.69,12.31,53.14,50.68,150.09,33.01,52.38,30.06,189.89
2019-11-02,3.69,8.01,43.36,41.12,124.72,18.26,42.55,19.13,133.57
2019-11-03,3.58,10.28,35.98,50.28,129.44,22.45,49.46,22.53,145.09
2019-11-04,17.12,17.51,56.95,58.54,163.5,38.92,55.15,26.8,215.84
2019-11-05,20.31,21.03,65.1,70.57,170.2,45.69,59.2,29.78,252.47
2019-11-06,22.91,21.05,76.81,76.2,176.13,45.1,57.62,31.8,273.88
2019-11-07,22.61,18.33,73.71,53.38,173.62,41.1,57.46,29.96,239.09
2019-11-08,22.6,19.68,62.74,71.96,172.67,42.19,57.82,30.97,250.13
2019-11-09,16.9,15.63,41.1,57.33,149.57,31.34,54.01,27.87,190.18
2019-11-10,16.64,13.8,44.04,56.44,154.09,29.41,53.54,25.98,186.31
2019-11-11,20.43,14.06,65.6,43.12,180.74,33.13,53.34,28.2,204.53
2019-11-12,23.42,16.81,63.57,53.96,185.96,37.75,52.57,24.52,220.03
2019-11-13,22.43,19.54,74.18,68.32,193.4,44.03,54.11,25.98,254.48
2019-11-14,24.48,21.02,78.92,64.81,187.66,45.18,52.71,28.33,262.73
2019-11-15,23.98,20.13,71.57,68.33,175.12,33.54,53.01,26.17,243.72
2019-11-16,22.74,17.88,54.13,76.15,154.11,30.8,48.53,24.26,225.96
2019-11-17,22.76,13.79,45.88,69.59,155.67,26.43,49.23,21.99,200.45
2019-11-18,25.29,17.78,77.19,82.67,183.28,39.12,53.9,24.95,267.0
2019-11-19,25.27,21.95,86.12,80.46,194.79,43.29,62.09,28.24,285.34
2019-11-20,25.66,21.73,79.08,63.73,203.75,50.58,62.37,32.92,273.7
2019-11-21,23.51,19.29,77.94,61.73,196.38,50.31,61.19,32.12,264.89
2019-11-22,17.32,14.78,68.14,55.62,179.55,42.66,56.48,29.82,228.34
2019-11-23,12.05,14.0,46.02,50.05,147.35,20.2,51.12,23.57,165.89
2019-11-24,13.6,12.45,46.75,56.15,155.48,24.19,49.92,24.04,177.17
2019-11-25,21.76,16.91,71.99,62.68,191.33,46.21,59.42,30.45,249.99
2019-11-26,16.64,15.69,69.9,50.32,177.1,42.88,57.47,33.14,228.58
2019-11-27,12.21,11.48,62.91,57.17,163.53,26.98,53.18,26.27,197.01
2019-11-28,18.36,13.74,57.69,57.25,161.05,20.88,55.78,26.52,194.45
2019-11-29,20.87,15.82,60.43,72.57,172.06,27.32,58.37,28.41,225.42
2019-11-30,17.12,11.93,52.99,64.74,163.27,31.26,54.34,23.14,201.19
2019-12-01,13.07,14.07,48.04,58.24,169.37,33.63,57.34,24.91,191.96
2019-12-02,18.2,20.58,79.67,76.11,203.49,44.82,60.13,25.35,264.74
2019-12-03,18.13,19.43,86.23,74.06,202.19,48.4,57.93,25.92,272.18
2019-12-04,25.02,20.46,84.29,67.74,205.7,46.0,58.22,24.07,267.58
2019-12-05,24.77,18.01,93.0,52.78,205.44,44.3,52.4,23.32,256.18
2019-12-06,22.03,13.96,83.82,40.88,177.9,25.77,47.66,18.55,205.02
2019-12-07,15.86,10.7,54.77,32.32,145.43,19.15,44.38,18.28,151.08
2019-12-08,0.67,9.07,49.34,20.21,138.82,13.39,39.31,12.65,105.32
2019-12-09,18.24,14.69,77.04,50.42,179.83,25.73,54.22,22.03,208.15
2019-12-10,21.67,16.56,77.3,41.73,194.0,37.71,54.37,27.11,222.08
2019-12-11,23.03,18.39,76.46,56.42,202.84,43.57,59.62,26.36,244.24
2019-12-12,18.38,15.86,85.91,67.02,197.25,46.02,53.83,29.04,262.22
2019-12-13,15.74,13.73,71.91,49.51,187.48,36.99,52.72,25.4,213.27
2019-12-14,0.07,6.43,51.11,32.02,150.15,19.72,41.06,15.89,125.25
2019-12-15,3.84,8.16,44.83,36.55,145.23,15.78,42.36,15.2,124.37
2019-12-16,20.73,15.89,73.33,71.28,180.02,39.41,56.55,27.76,248.41
2019-12-17,13.96,14.67,72.68,78.28,164.25,36.02,59.82,29.56,245.18
2019-12-18,14.41,13.45,71.42,51.73,175.14,39.05,54.91,29.94,220.01
2019-12-19,4.53,7.55,62.74,44.99,163.59,29.56,45.6,20.5,169.88
2019-12-20,0.79,7.4,45.52,56.14,150.86,23.12,42.49,18.92,151.89
2019-12-21,0.03,6.81,33.53,50.62,139.43,19.82,42.31,15.59,126.4
2019-12-22,0.03,6.03,33.03,48.57,136.48,18.4,43.27,14.65,120.72
2019-12-23,0.12,6.53,35.48,39.67,138.89,19.81,45.06,18.59,120.21
2019-12-24,0.15,5.92,33.77,42.49,128.71,19.26,43.09,17.12,118.72
2019-12-25,0.17,6.77,36.01,44.49,129.19,17.55,45.22,17.53,122.52
2019-12-26,1.07,7.96,40.11,30.9,135.97,20.93,51.44,24.92,125.89
2019-12-27,10.66,9.53,50.0,42.27,150.91,28.83,55.5,28.54,169.83
2019-12-28,4.09,9.09,38.9,27.42,155.29,31.39,49.06,24.98,135.86
2019-12-29,1.38,8.19,39.07,26.69,151.81,23.7,45.32,17.15,116.17
2019-12-30,11.32,8.29,44.67,45.16,153.49,22.93,53.67,26.01,158.38
2019-12-31,15.5,9.17,43.39,53.0,150.22,23.57,55.34,31.29,175.91
2020-01-01,10.14,9.12,40.67,5.09,155.67,23.35,37.02,27.99,116.37
2020-01-02,17.94,11.77,57.59,31.19,174.83,26.82,56.84,35.69,180.99
2020-01-03,17.2,13.48,62.98,30.84,159.78,22.11,56.62,31.37,177.97
2020-01-04,16.48,12.89,52.0,32.16,154.26,21.19,57.68,31.69,166.42
2020-01-05,17.15,12.82,41.86,26.5,159.5,27.67,57.79,35.26,161.27
2020-01-06,20.67,15.82,49.39,34.56,186.08,39.7,59.15,35.77,195.9
2020-01-07,19.09,16.49,78.78,35.36,190.13,43.22,58.5,36.87,229.81
2020-01-08,20.65,17.64,89.33,62.16,188.49,41.93,61.34,33.16,264.86
2020-01-09,10.89,15.46,92.95,57.83,169.69,36.93,56.46,34.42,248.48
2020-01-10,16.01,16.41,91.87,48.67,174.32,34.9,61.35,37.43,245.29
2020-01-11,9.17,11.24,66.91,21.88,160.49,33.14,52.2,30.95,173.29
2020-01-12,4.6,10.97,61.4,27.97,158.35,21.6,52.77,25.37,151.92
2020-01-13,15.46,14.94,96.7,36.83,187.99,39.97,58.8,36.64,240.54
2020-01-14,9.19,9.36,103.34,36.16,169.83,25.33,53.51,28.76,212.13
2020-01-15,15.2,14.52,101.29,32.85,168.8,22.86,59.95,30.61,217.33
2020-01-16,15.28,15.39,94.77,32.83,183.23,40.22,60.52,34.94,233.42
2020-01-17,22.19,13.69,89.73,43.32,179.42,40.48,60.05,32.7,242.11
2020-01-18,21.59,13.32,63.27,42.84,168.08,31.71,61.05,33.28,206.02
2020-01-19,20.85,13.59,60.28,50.26,176.66,35.23,62.47,33.26,213.46
2020-01-20,23.54,19.91,88.46,79.63,214.97,56.12,65.93,38.71,306.37
2020-01-21,23.98,20.51,96.32,88.82,219.92,59.4,63.92,39.07,328.1
2020-01-22,24.26,19.86,99.47,89.39,224.24,59.8,64.66,38.24,331.01
2020-01-23,23.4,17.7,104.2,83.44,223.1,62.59,65.64,39.45,330.79
2020-01-24,22.04,18.72,95.67,77.45,216.13,60.82,68.41,42.04,316.73
2020-01-25,23.5,17.8,73.24,43.33,185.06,47.8,66.71,40.63,246.3
2020-01-26,19.58,14.64,65.21,35.44,172.74,36.06,61.23,39.04,209.97
2020-01-27,17.19,15.5,85.48,54.72,190.35,41.85,64.34,37.41,252.16
2020-01-28,20.23,12.28,80.24,42.83,189.72,31.58,57.43,34.16,221.33
2020-01-29,16.6,14.97,80.83,37.3,192.33,34.87,59.46,31.43,215.99
2020-01-30,16.85,11.87,88.48,34.29,174.88,28.48,58.81,33.48,213.46
2020-01-31,13.28,10.39,84.67,32.14,153.82,22.92,54.11,30.18,193.58
2020-02-01,0.08,5.9,69.46,30.46,132.79,15.07,45.89,17.63,138.59
2020-02-02,0.33,5.99,49.05,28.44,143.45,17.88,48.46,23.42,125.11
2020-02-03,8.84,11.13,78.47,34.43,169.21,26.95,56.26,28.95,188.76
2020-02-04,13.52,13.52,62.82,51.58,183.43,29.88,60.05,29.84,201.18
2020-02-05,21.16,17.46,66.88,74.6,200.0,46.83,63.96,35.96,262.89
2020-02-06,20.07,19.58,69.68,71.58,207.49,52.26,67.05,40.66,273.83
2020-02-07,18.16,16.75,80.85,37.47,194.3,52.15,63.61,42.18,247.56
2020-02-08,9.71,9.25,65.68,25.07,157.7,32.11,54.92,33.31,175.13
2020-02-09,0.02,5.99,52.2,27.75,135.61,13.49,41.94,21.23,120.69
2020-02-10,1.14,6.7,72.36,33.48,169.46,20.03,50.0,23.38,157.11
2020-02-11,4.87,9.59,67.71,32.62,179.54,19.77,53.98,27.17,161.73
2020-02-12,19.73,15.33,82.14,46.66,185.45,21.97,58.64,29.04,214.87
2020-02-13,22.0,15.4,83.21,65.06,195.79,35.81,66.4,36.6,258.08
2020-02-14,17.31,16.23,67.83,43.6,185.43,44.8,62.11,43.6,233.38
2020-02-15,0.04,5.91,49.5,22.72,141.67,19.42,41.37,16.75,114.35
2020-02-16,0.13,6.37,48.93,21.29,130.22,13.21,41.07,14.05,103.98
2020-02-17,6.22,11.65,79.02,32.52,166.13,20.62,49.21,22.19,172.23
2020-02-18,7.13,12.28,80.96,36.88,174.21,21.29,49.77,20.92,179.46
2020-02-19,17.18,15.86,78.61,38.78,187.53,30.61,56.5,28.79,209.83
2020-02-20,15.36,13.17,70.82,33.1,179.03,32.74,52.94,27.82,193.0
2020-02-21,14.15,10.67,77.66,29.87,169.29,23.43,47.86,21.99,177.77
2020-02-22,0.1,9.7,52.99,24.38,135.52,13.31,43.37,17.95,118.42
2020-02-23,0.77,8.74,43.31,38.74,140.48,13.46,46.75,18.58,123.6
2020-02-24,8.17,13.84,70.25,41.4,167.8,27.91,56.58,32.17,193.75
2020-02-25,10.32,10.72,71.17,51.01,172.51,24.84,52.52,24.65,192.71
2020-02-26,21.75,20.49,63.99,53.67,195.07,39.79,59.29,35.81,235.51
2020-02-27,21.29,20.24,66.32,63.55,201.86,49.07,59.95,38.0,258.47
2020-02-28,15.46,15.28,65.45,50.11,177.12,38.85,53.53,36.12,221.26
2020-02-29,0.02,6.24,51.64,24.48,138.55,17.33,39.96,13.0,112.72
2020-03-01,0.72,7.48,43.41,27.81,143.05,15.9,42.45,12.65,107.96
2020-03-02,21.09,19.05,70.71,57.28,184.04,39.99,56.69,29.42,237.53
2020-03-03,21.26,19.77,66.25,72.81,195.63,49.12,57.24,35.48,264.69
2020-03-04,20.23,20.31,73.16,87.11,196.72,50.62,60.04,36.28,287.7
2020-03-05,15.21,18.03,69.84,78.79,186.74,44.27,57.44,35.93,262.08
2020-03-06,19.7,18.21,61.5,69.31,181.95,41.25,57.21,32.75,242.7
2020-03-07,10.2,10.11,46.94,30.7,156.57,32.58,49.56,30.15,160.68
2020-03-08,3.23,10.22,39.68,29.4,145.19,18.58,42.53,13.57,114.68
2020-03-09,14.6,17.67,72.17,47.46,179.46,43.51,53.92,32.01,227.42
2020-03-10,7.11,11.94,70.98,37.04,168.14,27.05,48.75,24.7,178.82
2020-03-11,10.76,11.88,67.76,37.59,158.1,26.99,46.67,24.0,178.99
2020-03-12,9.41,8.45,56.52,36.13,158.48,20.81,43.61,14.5,145.83
2020-03-13,17.68,15.96,55.38,62.85,166.97,24.52,56.53,26.89,203.28
2020-03-14,10.74,10.04,45.86,29.39,147.0,26.09,49.9,29.02,151.14
2020-03-15,1.74,8.02,39.38,43.15,136.0,17.46,43.22,14.21,123.96
2020-03-16,20.33,17.04,52.21,51.45,162.35,35.1,57.8,29.13,205.27
2020-03-17,16.81,14.67,56.77,40.48,158.94,36.31,54.52,31.58,196.62
2020-03-18,13.02,13.53,53.84,62.44,150.06,23.16,52.47,27.11,193.1
2020-03-19,10.08,14.82,53.11,74.97,156.16,37.61,56.01,32.65,223.25
2020-03-20,0.28,8.2,48.17,49.8,147.79,28.11,49.05,27.11,161.68
2020-03-21,0.27,8.29,36.72,29.89,138.51,15.26,38.34,8.43,98.86
2020-03-22,0.34,7.13,37.36,35.38,141.67,13.83,37.1,8.33,102.37
2020-03-23,3.47,6.99,42.71,33.08,166.25,19.71,41.6,11.89,117.86
2020-03-24,2.89,7.19,43.11,28.79,162.72,20.98,43.94,17.06,120.02
2020-03-25,2.84,8.1,47.21,55.44,160.47,22.78,46.39,20.48,156.84
2020-03-26,2.13,8.1,44.99,52.61,156.87,22.02,45.87,18.81,148.66
2020-03-27,2.09,8.1,47.86,35.47,140.92,20.79,42.77,19.48,133.79
2020-03-28,0.11,6.23,45.06,24.82,115.99,17.3,34.45,10.07,103.57
2020-03-29,0.12,7.04,45.53,28.31,138.97,12.04,38.73,8.94,101.98
2020-03-30,3.96,10.32,54.13,45.46,169.11,30.32,56.15,25.11,169.3
2020-03-31,7.51,13.98,49.2,59.27,169.44,34.68,57.18,34.64,199.28
2020-04-01,8.76,14.22,45.33,52.08,163.58,31.32,54.48,29.97,181.68
2020-04-02,2.8,10.37,50.94,31.11,153.44,24.16,47.22,24.57,143.94
2020-04-03,3.05,11.21,45.11,52.25,149.21,22.61,54.39,27.19,161.42
2020-04-04,0.03,6.3,39.62,28.69,128.24,24.1,40.44,17.77,116.53
2020-04-05,0.04,6.59,40.51,19.24,115.26,14.93,33.73,7.25,88.56
2020-04-06,0.06,7.91,45.72,33.78,126.51,19.83,45.57,13.03,120.33
2020-04-07,0.02,8.09,45.98,40.45,127.73,26.94,53.26,28.71,150.19
2020-04-08,0.04,8.01,46.44,51.77,127.92,28.87,53.5,26.85,161.98
2020-04-09,0.02,7.75,46.5,40.48,119.47,29.5,44.84,23.37,147.61
2020-04-10,0.03,7.58,45.12,38.95,104.55,20.61,42.33,19.25,131.54
2020-04-11,0.02,7.6,44.96,32.94,99.29,16.66,37.21,14.86,117.05
2020-04-12,0.01,7.71,39.76,27.78,90.41,12.87,31.99,8.18,96.31
2020-04-13,0.28,6.4,39.74,30.81,106.17,10.64,35.08,8.11,95.99
2020-04-14,0.03,7.11,46.18,40.5,139.68,21.37,50.16,20.77,135.96
2020-04-15,0.05,6.62,43.84,35.84,136.1,22.14,50.87,21.81,130.28
2020-04-16,0.02,8.03,49.63,31.59,134.09,29.45,55.6,30.25,148.95
2020-04-17,0.03,8.44,49.41,22.39,129.56,33.25,48.98,29.6,143.12
2020-04-18,0.02,7.27,45.07,38.65,108.69,17.37,36.01,13.76,122.15
2020-04-19,0.02,7.89,42.47,20.8,110.11,12.2,31.27,7.18,90.54
2020-04-20,0.02,7.28,51.54,22.16,125.76,13.91,33.01,7.33,102.24
2020-04-21,0.04,7.3,52.19,22.0,124.23,11.83,32.88,7.93,101.3
2020-04-22,0.33,7.91,50.19,29.4,126.23,13.22,35.99,8.16,109.21
2020-04-23,0.02,13.53,49.49,39.38,136.99,32.34,55.2,27.6,162.37
2020-04-24,0.08,8.57,48.96,39.19,119.26,22.16,42.73,21.8,140.76
2020-04-25,0.08,8.9,41.04,34.6,112.1,17.74,38.65,14.3,116.66
2020-04-26,0.17,8.57,44.37,30.75,114.9,21.32,43.63,16.68,121.87
2020-04-27,2.01,11.6,48.69,43.08,132.95,34.95,54.51,31.67,172.0
2020-04-28,1.74,12.02,46.24,47.59,133.67,36.95,57.09,34.73,179.28
2020-04-29,0.04,7.74,40.45,32.23,133.44,34.78,51.07,33.08,148.32
2020-04-30,0.04,6.13,41.07,29.2,123.18,21.35,37.19,14.55,112.34
2020-05-01,0.02,6.06,31.93,30.79,104.44,12.94,35.24,9.72,91.45
2020-05-02,0.02,6.59,36.18,35.71,107.45,12.3,36.46,9.71,100.51
2020-05-03,1.24,7.83,38.47,43.36,110.51,15.72,42.48,12.75,119.36
2020-05-04,3.08,9.61,45.71,30.11,137.82,32.68,57.03,29.85,151.05
2020-05-05,5.53,8.49,45.22,25.5,141.12,31.73,54.07,26.7,143.18
2020-05-06,6.15,11.33,48.02,35.15,139.45,30.42,59.11,31.93,163.0
2020-05-07,5.43,13.12,47.26,42.5,138.91,36.88,58.26,35.75,180.94
2020-05-08,1.76,9.19,49.78,41.65,125.65,35.41,56.08,34.52,172.31
2020-05-09,0.75,7.72,44.78,30.73,105.7,29.31,42.78,24.95,138.24
2020-05-10,0.07,7.21,39.63,18.48,98.93,13.99,31.11,8.6,87.98
2020-05-11,2.22,8.0,42.53,28.67,137.64,17.39,37.85,8.68,107.5
2020-05-12,11.48,13.48,47.65,32.96,146.59,31.44,55.34,28.62,165.62
2020-05-13,12.99,14.49,49.93,36.54,150.01,41.26,55.56,31.24,186.44
2020-05-14,5.59,12.56,47.15,34.6,147.77,38.2,55.14,31.58,169.69
2020-05-15,4.48,12.19,48.09,28.6,135.68,29.81,53.19,31.84,155.0
2020-05-16,0.69,8.78,39.72,23.97,108.45,18.13,36.11,16.48,107.77
2020-05-17,1.08,8.58,36.4,18.34,104.29,13.75,36.51,10.04,88.2
2020-05-18,4.64,11.01,52.75,23.99,122.42,25.05,51.18,25.74,143.19
2020-05-19,12.78,15.02,57.09,35.08,130.38,35.14,52.84,32.13,187.24
2020-05-20,14.7,14.08,50.5,31.2,130.14,42.25,52.93,33.48,186.21
2020-05-21,5.63,10.42,37.53,33.85,100.78,26.22,49.7,28.73,142.38
2020-05-22,1.19,8.22,39.21,25.11,101.5,23.49,39.59,20.42,117.64
2020-05-23,0.07,7.4,36.7,20.52,97.26,13.49,34.17,10.37,88.55
2020-05-24,0.84,8.96,36.79,20.21,97.22,9.33,36.89,10.7,86.84
2020-05-25,5.81,13.27,45.99,26.18,132.09,27.72,55.08,27.69,146.66
2020-05-26,7.22,14.85,45.96,40.0,138.35,43.63,55.99,34.53,186.19
2020-05-27,8.39,13.82,41.45,43.15,129.93,39.93,54.4,34.78,181.51
2020-05-28,5.12,12.18,46.25,31.69,129.65,37.29,55.47,33.34,165.87
2020-05-29,6.03,10.99,51.64,26.02,120.92,36.79,53.1,34.8,166.27
2020-05-30,1.27,6.63,51.28,19.67,94.22,15.03,38.81,18.95,112.84
2020-05-31,1.03,6.15,43.53,22.06,87.25,11.7,34.77,11.05,95.51
2020-06-01,3.8,9.31,44.12,37.42,90.34,13.45,42.02,15.22,123.32
2020-06-02,13.21,14.58,49.5,41.4,125.15,34.61,55.68,33.38,186.68
2020-06-03,14.46,13.45,54.36,32.94,129.95,40.09,55.1,33.73,189.03
2020-06-04,12.07,12.86,49.25,36.3,133.25,40.63,54.6,32.65,183.77
2020-06-05,1.19,11.32,45.48,21.22,124.84,32.85,42.7,27.22,139.28
2020-06-06,0.02,6.17,38.64,21.33,100.57,12.89,34.15,9.56,88.61
2020-06-07,6.72,10.09,42.11,23.48,107.81,17.24,42.39,14.26,113.9
2020-06-08,15.63,14.96,63.09,55.31,143.88,41.49,57.24,33.01,223.49
2020-06-09,16.04,14.99,66.54,61.69,144.43,47.86,57.23,33.73,240.86
2020-06-10,16.66,14.78,64.7,52.75,139.27,48.57,56.35,34.64,232.11
2020-06-11,16.03,14.13,58.7,20.78,120.64,38.02,55.43,33.94,181.6
2020-06-12,14.37,13.59,54.93,33.24,110.5,30.11,51.58,30.77,177.02
2020-06-13,7.88,11.36,44.28,37.78,94.52,22.43,46.01,23.7,147.44
2020-06-14,7.13,10.74,42.67,40.0,103.03,23.22,46.7,21.75,145.51
2020-06-15,15.72,14.32,64.65,59.23,136.5,41.85,54.11,31.64,227.41
2020-06-16,16.81,16.24,71.57,73.12,139.08,45.01,54.38,32.71,255.46
2020-06-17,16.25,16.67,69.4,64.51,137.6,48.8,51.66,29.97,245.61
2020-06-18,15.91,17.22,67.74,58.18,139.31,48.2,53.35,29.43,236.66
2020-06-19,15.54,16.77,64.23,40.1,130.92,46.62,53.49,29.86,213.12
2020-06-20,10.55,12.92,42.01,27.28,103.48,29.22,43.75,22.6,144.57
2020-06-21,6.99,10.37,43.03,20.98,103.55,21.35,43.33,16.96,119.68
2020-06-22,16.27,17.06,61.76,29.1,133.24,38.26,54.44,30.3,192.76
2020-06-23,16.97,17.45,70.24,51.34,135.93,42.38,52.92,29.22,227.6
2020-06-24,17.61,16.82,78.51,57.41,136.16,44.92,51.59,27.53,242.79
2020-06-25,17.72,16.26,77.97,50.21,135.22,45.37,51.67,29.12,236.65
2020-06-26,16.0,17.07,74.29,51.38,125.69,42.9,49.27,27.36,229.01
2020-06-27,10.72,13.5,57.83,21.14,100.96,33.5,44.53,24.26,160.95
2020-06-28,5.81,10.82,54.65,20.29,100.58,20.25,40.71,13.73,125.54
2020-06-29,13.96,15.69,76.54,24.7,127.07,36.41,49.08,25.88,193.17
2020-06-30,14.61,17.49,79.88,51.13,124.77,28.5,49.58,23.51,215.13
2020-07-01,15.01,18.14,82.74,56.52,133.33,39.89,51.76,29.37,241.67
2020-07-02,14.99,19.29,84.88,61.71,139.03,44.1,52.51,30.49,255.46
2020-07-03,12.01,15.72,76.05,27.7,124.88,42.37,47.32,29.59,203.43
2020-07-04,4.34,9.41,47.57,22.14,91.37,14.03,33.51,11.3,108.79
2020-07-05,4.07,5.87,39.84,20.73,91.31,9.87,32.92,7.54,87.91
2020-07-06,11.21,12.94,76.15,31.62,121.78,18.34,46.68,15.71,165.98
2020-07-07,12.87,17.57,74.26,62.22,134.4,40.2,53.31,28.42,235.54
2020-07-08,12.52,18.54,82.23,67.89,137.51,45.12,54.12,31.29,257.58
2020-07-09,12.72,18.02,91.2,59.54,134.58,44.12,55.37,30.21,255.82
2020-07-10,13.54,19.35,84.44,47.68,130.16,43.06,55.9,30.46,238.52
2020-07-11,12.54,16.64,59.31,35.55,114.71,38.94,54.68,27.17,190.15
2020-07-12,10.3,13.66,47.98,30.25,111.16,33.23,51.63,23.46,158.89
2020-07-13,12.21,18.41,73.0,49.14,132.33,43.19,60.86,35.21,231.16
2020-07-14,13.2,20.24,82.11,59.28,135.15,45.42,63.61,37.77,258.03
2020-07-15,14.74,20.14,85.97,60.55,137.44,46.41,61.71,37.31,265.12
2020-07-16,15.87,20.44,86.59,54.66,137.63,41.81,62.18,37.61,256.98
2020-07-17,14.86,20.0,83.75,46.32,129.24,43.32,61.5,37.8,246.06
2020-07-18,13.32,18.96,59.95,28.39,110.26,38.06,60.4,35.81,194.5
2020-07-19,12.4,16.84,53.27,28.33,106.62,35.32,60.2,35.21,181.36
2020-07-20,13.1,18.0,81.44,57.37,129.17,41.35,64.86,41.81,253.08
2020-07-21,11.98,18.78,88.57,62.21,132.64,45.13,64.46,39.88,266.55
2020-07-22,14.01,19.89,88.31,54.11,133.72,45.87,64.71,42.15,264.34
2020-07-23,14.2,19.26,87.74,57.62,130.48,45.24,63.15,41.86,265.91
2020-07-24,12.41,18.92,79.87,53.92,123.12,43.6,62.81,40.18,248.9
2020-07-25,10.7,13.36,57.61,32.37,106.99,37.1,57.55,37.84,188.98
2020-07-26,7.26,11.62,53.49,24.72,102.41,26.65,48.68,18.87,142.6
2020-07-27,14.0,16.49,84.57,37.42,123.33,43.25,58.99,39.04,234.77
2020-07-28,14.37,14.73,86.57,31.9,120.72,33.91,50.12,24.68,206.16
2020-07-29,14.51,17.53,89.66,52.2,123.2,32.89,54.86,26.8,233.6
2020-07-30,13.19,17.67,95.71,49.21,128.13,45.59,61.53,39.0,260.37
2020-07-31,12.4,16.36,91.26,39.09,118.9,42.06,61.84,41.0,242.18
2020-08-01,11.68,15.42,74.71,38.25,102.71,34.47,60.99,37.38,211.92
2020-08-02,9.34,14.91,62.39,37.89,107.97,36.38,62.65,39.34,200.24
2020-08-03,12.54,15.95,82.25,53.15,129.28,46.88,64.77,42.0,252.77
2020-08-04,10.9,15.48,76.91,34.33,129.99,47.85,63.37,40.66,226.14
2020-08-05,9.04,13.54,70.95,36.1,126.33,41.81,58.56,33.18,204.62
2020-08-06,10.54,14.8,73.05,56.07,128.41,43.47,61.39,38.77,236.7
2020-08-07,11.36,14.36,68.88,57.62,123.34,43.28,60.23,38.4,233.9
2020-08-08,11.97,13.22,54.8,36.79,105.79,36.63,60.23,36.13,189.54
2020-08-09,11.12,12.66,49.64,31.72,104.04,28.61,58.18,33.78,167.54
2020-08-10,11.78,15.8,74.7,62.03,123.4,37.25,61.96,38.25,239.8
2020-08-11,13.43,16.67,79.78,70.31,123.65,38.4,62.62,39.68,258.28
2020-08-12,14.2,16.54,78.35,66.89,123.47,35.39,63.02,36.86,248.23
2020-08-13,12.05,17.66,78.27,66.89,124.44,36.25,64.88,39.51,250.63
2020-08-14,13.99,17.25,74.85,62.53,122.66,38.38,64.39,40.43,247.43
2020-08-15,14.2,14.92,60.64,51.4,109.19,34.17,61.89,37.55,212.89
2020-08-16,13.63,14.71,60.31,50.36,105.82,28.0,60.02,35.96,202.97
2020-08-17,14.76,16.08,74.77,67.27,128.55,37.32,59.57,37.66,247.86
2020-08-18,14.5,14.55,76.34,65.99,130.85,38.67,63.15,38.57,248.62
2020-08-19,14.15,13.62,76.91,51.34,130.65,38.36,63.03,38.6,232.98
2020-08-20,14.59,14.75,76.58,32.44,127.99,35.5,60.91,37.56,211.43
2020-08-21,12.57,13.12,72.58,23.41,116.11,30.08,55.89,33.46,185.23
2020-08-22,7.0,10.6,64.03,24.53,93.17,17.19,42.05,18.88,142.22
2020-08-23,7.8,11.07,57.83,47.17,100.22,14.55,47.45,16.33,154.76
2020-08-24,15.94,14.35,85.95,62.64,130.5,34.2,57.84,33.16,246.25
2020-08-25,14.91,13.72,85.44,32.21,124.45,33.69,53.77,32.97,212.94
