Date,Slovakia_to_Austria,Russia_Nord_Stream_to_Germany,Norway_to_Europe,Netherlands_Production,GB_Production,LNG_Import,Algeria_to_Italy,Libya_to_Italy,Spain_to_France,Denmark_to_Germany,Czech_and_Poland_to_Germany,Austria_to_Hungary_Export,Slovenia_to_Austria,MAB_to_Austria,TAP_to_Italy,Austria_Production,Italy_Production,Germany_Production,Total_Supply
2017-02-17,101.18,125.46,314.85,140.92,112.78,50.27,69.48,12.16,-9.61,3.28,150.82,-11.71,-8.22,-8.03,0.0,2.64,15.65,14.78,1076.7
2017-02-18,99.52,125.5,326.18,143.78,105.06,42.31,68.14,12.16,-8.59,5.11,150.75,-11.17,-7.41,-8.09,0.0,2.61,15.55,15.19,1076.61
2017-02-19,98.75,125.59,315.45,147.53,111.27,45.82,67.88,12.97,-8.41,5.12,150.48,-11.18,-7.34,-7.97,0.0,2.57,15.45,15.09,1079.05
2017-02-20,106.68,125.49,324.2,140.51,120.0,52.58,67.84,13.49,-8.94,5.76,150.68,-11.25,-7.96,-6.84,0.0,2.54,15.46,14.7,1104.93
2017-02-21,104.76,125.54,338.37,143.6,113.59,54.24,67.49,12.19,-9.22,3.18,138.25,-11.17,-7.83,-9.4,0.0,2.67,15.5,14.15,1095.9
2017-02-22,97.29,125.48,336.88,145.47,114.56,53.36,67.48,12.16,-9.03,2.06,138.84,-11.53,-7.67,-8.18,0.0,2.61,15.42,14.16,1089.35
2017-02-23,90.2,125.56,331.34,149.1,112.41,54.35,67.44,12.17,-8.61,3.5,140.86,-10.82,-7.4,-8.19,0.0,2.53,15.31,14.64,1084.41
2017-02-24,83.07,125.51,319.94,152.32,97.15,64.76,67.95,12.15,-6.88,2.97,138.68,-11.29,-7.01,-8.52,0.0,2.56,15.4,15.04,1063.81
2017-02-25,77.14,125.5,311.3,162.17,92.68,57.81,67.72,12.15,-9.28,4.01,145.68,-10.46,-6.65,-7.64,0.0,2.56,15.38,14.8,1054.85
2017-02-26,75.29,126.59,318.38,156.59,99.64,55.19,67.83,12.16,-9.24,3.9,145.88,-11.1,-6.66,-7.89,0.0,2.53,15.4,14.79,1059.28
2017-02-27,84.16,121.3,335.98,147.05,99.18,75.7,67.36,13.0,-9.16,3.01,146.09,-10.51,-7.29,-7.36,0.0,2.42,15.4,14.76,1091.06
2017-02-28,75.92,128.56,337.7,149.08,103.93,77.84,68.14,12.15,-8.2,5.28,144.2,-7.59,-7.1,-9.36,0.0,2.54,15.4,14.6,1103.08
2017-03-01,74.15,125.53,348.0,145.54,107.13,81.32,71.14,12.14,-4.53,3.66,147.05,-7.09,-6.77,-8.24,0.0,2.56,15.4,14.61,1121.6
2017-03-02,73.97,125.53,342.98,135.79,112.8,89.19,71.91,10.96,-4.53,2.56,148.74,-7.5,-6.79,-8.66,0.0,2.66,15.39,14.55,1119.57
2017-03-03,70.13,125.53,341.72,134.1,122.25,88.78,71.55,12.12,-4.26,2.87,148.71,-6.66,-6.53,-8.01,0.0,2.65,15.19,14.53,1124.66
2017-03-04,71.64,125.51,327.97,126.24,118.28,72.35,70.93,12.15,-2.8,1.53,146.34,-5.92,-5.32,-8.51,0.0,2.58,15.21,15.23,1083.41
2017-03-05,70.59,127.03,333.49,132.3,116.48,68.39,71.13,5.01,-3.48,1.53,146.43,-5.28,-5.51,-7.98,0.0,2.57,15.18,15.94,1083.8
2017-03-06,77.01,128.01,349.26,138.1,119.71,73.96,72.22,10.93,-2.77,1.96,144.5,-6.81,-6.61,-8.46,0.0,2.54,15.19,15.14,1123.88
2017-03-07,75.67,114.79,350.93,138.74,117.04,76.84,69.61,15.9,-2.5,2.19,148.85,-6.77,-6.7,-6.69,0.0,2.53,15.47,14.43,1120.32
2017-03-08,75.21,128.63,347.52,138.26,115.64,83.77,68.96,12.95,-3.95,1.34,148.09,-6.21,-7.19,-7.13,0.0,2.54,15.25,14.26,1127.95
2017-03-09,74.09,128.39,334.45,135.9,117.82,84.57,68.59,13.99,-4.06,0.97,142.93,-7.21,-7.23,-7.47,0.0,2.56,15.37,14.44,1108.1
2017-03-10,67.55,126.07,339.26,134.49,116.36,88.56,68.44,12.98,-4.35,1.12,146.32,-7.57,-7.08,-7.26,0.0,2.6,15.33,14.38,1107.22
2017-03-11,64.36,125.6,320.63,135.48,107.65,74.14,69.58,12.15,-3.15,0.98,144.06,-7.35,-5.75,-8.3,0.0,2.58,15.28,14.38,1062.31
2017-03-12,69.75,125.53,323.64,130.44,111.22,68.57,69.49,12.16,-3.22,0.41,143.31,-7.76,-5.92,-8.29,0.0,2.55,15.31,14.69,1061.89
2017-03-13,67.51,125.51,324.64,137.14,110.69,74.4,69.2,10.99,-3.73,0.94,151.82,-8.25,-6.74,-7.62,0.0,1.92,15.41,14.33,1078.14
2017-03-14,72.86,125.51,321.99,125.11,103.54,77.16,68.14,11.02,-3.93,1.74,145.74,-8.0,-6.62,-8.22,0.0,2.07,14.58,14.3,1057.01
2017-03-15,71.58,125.52,323.85,112.28,105.81,84.69,69.0,12.22,-4.58,1.38,146.39,-8.56,-6.53,-8.68,0.0,2.25,15.24,13.67,1055.54
2017-03-16,71.34,125.51,324.85,116.57,108.48,84.4,68.64,12.53,-4.73,1.83,145.69,-9.2,-6.65,-8.02,0.0,2.4,15.06,14.19,1062.88
2017-03-17,71.64,125.49,320.74,109.56,109.54,79.1,68.56,13.46,-5.0,2.21,142.64,-8.54,-6.15,-9.17,0.0,2.45,15.27,14.49,1046.28
2017-03-18,77.25,125.48,329.93,115.85,109.18,63.46,68.32,12.33,-4.73,0.73,145.16,-7.61,-5.21,-9.58,0.0,2.46,15.27,14.27,1052.57
2017-03-19,79.51,125.53,330.05,108.27,110.89,59.75,68.39,12.2,-4.32,0.85,146.06,-7.68,-4.9,-9.54,0.0,2.44,15.3,14.42,1047.23
2017-03-20,79.66,125.55,328.85,115.78,109.66,85.88,68.69,11.45,-4.87,0.5,147.02,-7.43,-5.65,-9.05,0.0,2.53,15.28,13.77,1077.64
2017-03-21,78.75,125.44,307.07,128.07,121.07,109.56,68.71,11.46,-3.63,0.39,144.16,-8.44,-5.38,-9.58,0.0,2.54,15.32,14.02,1099.53
2017-03-22,77.12,125.64,328.68,130.04,120.77,109.84,69.36,11.45,-3.5,1.22,144.7,-5.94,-5.65,-9.82,0.0,2.55,15.19,13.9,1125.55
2017-03-23,81.75,125.51,332.02,123.32,118.35,109.41,68.31,12.14,-4.15,0.61,142.94,-6.33,-5.82,-10.71,0.0,2.63,15.24,13.96,1119.17
2017-03-24,78.2,125.49,328.13,120.21,113.88,99.43,66.4,13.96,-5.16,1.03,144.15,-6.42,-5.57,-9.55,0.0,2.59,15.29,14.2,1096.27
2017-03-25,72.92,120.03,310.81,102.55,100.4,84.67,67.47,15.42,-4.49,0.68,138.92,-8.18,-4.54,-10.35,0.0,2.46,15.27,13.58,1017.6
2017-03-26,76.79,125.52,327.91,110.49,91.78,81.53,66.15,15.17,-4.27,0.44,144.86,-8.67,-5.21,-10.86,0.0,2.55,15.29,13.54,1043.01
2017-03-27,81.21,125.51,334.46,110.95,83.45,87.26,66.79,12.14,-4.28,0.0,144.57,-9.25,-6.42,-9.47,0.0,2.45,15.17,13.49,1048.05
2017-03-28,80.55,124.35,325.86,92.5,87.23,86.1,66.44,3.0,-4.44,0.54,143.39,-8.85,-6.23,-9.41,0.0,2.59,15.25,13.63,1012.5
2017-03-29,79.44,125.12,327.68,97.88,97.66,80.47,67.43,3.0,-4.38,0.94,140.78,-9.5,-5.98,-11.85,0.0,2.46,15.32,13.71,1020.17
2017-03-30,81.81,125.31,326.73,84.03,100.82,77.67,68.06,3.0,-3.86,0.9,142.61,-10.33,-5.8,-10.79,0.0,2.58,15.2,13.88,1011.82
2017-03-31,90.98,125.63,320.31,81.46,105.65,70.69,66.71,4.99,-3.96,0.7,142.39,-10.41,-5.61,-10.65,0.0,2.57,15.33,13.92,1010.69
2017-04-01,102.91,117.36,327.14,83.93,106.36,83.67,56.59,4.95,-7.39,1.35,135.95,-9.68,-4.89,-4.21,0.0,2.55,15.39,13.98,1025.96
2017-04-02,106.92,115.94,323.63,86.67,98.76,80.53,48.95,4.94,-10.73,1.42,137.26,-10.54,-4.87,-3.99,0.0,2.54,15.36,14.0,1006.78
2017-04-03,113.06,119.21,326.4,98.67,98.02,100.24,56.69,4.94,-9.89,0.97,148.42,-10.58,-5.23,-3.9,0.0,2.57,15.08,14.0,1068.68
2017-04-04,118.78,119.08,323.48,94.92,104.73,112.03,57.08,4.94,-9.08,0.71,148.94,-9.02,-5.38,-4.59,0.0,2.62,15.27,13.94,1088.43
2017-04-05,124.84,119.35,325.07,103.16,110.73,102.87,57.15,4.93,-9.13,0.0,150.73,-10.48,-5.42,-4.2,0.0,2.59,15.33,13.46,1100.99
2017-04-06,126.5,119.34,323.96,109.2,112.02,106.81,56.32,4.45,-9.13,0.0,146.06,-11.51,-5.68,-3.23,0.0,2.67,15.36,13.65,1106.79
2017-04-07,120.53,119.3,326.85,107.36,108.45,110.65,56.55,4.5,-9.54,1.36,144.81,-12.17,-5.54,-4.0,0.0,2.67,15.45,14.16,1101.4
2017-04-08,122.51,119.35,307.42,86.08,101.4,83.42,54.97,4.66,-9.2,2.18,140.1,-11.63,-4.53,-5.88,0.0,2.65,15.34,13.96,1022.8
2017-04-09,118.41,117.91,306.65,74.22,107.84,77.65,54.83,4.95,-8.95,2.51,140.04,-11.76,-4.94,-5.87,0.0,2.62,15.18,13.8,1005.1
2017-04-10,123.63,118.38,313.97,86.62,108.44,106.96,55.66,4.65,-9.58,1.74,139.09,-11.81,-5.24,-5.88,0.0,2.86,14.94,13.79,1058.22
2017-04-11,124.06,119.7,325.85,95.34,110.68,102.72,56.22,6.43,-10.43,1.47,140.05,-11.48,-5.5,-3.49,0.0,2.85,15.02,11.99,1081.48
2017-04-12,118.97,119.32,330.17,93.44,116.17,98.57,55.91,7.91,-10.04,0.89,139.87,-12.71,-5.62,-4.62,0.0,2.94,15.14,7.54,1073.85
2017-04-13,121.61,121.37,332.18,99.91,115.82,93.55,55.71,5.93,-10.68,1.46,140.2,-12.66,-5.31,-5.24,0.0,3.15,15.21,8.85,1081.06
2017-04-14,124.57,121.18,330.25,102.68,117.51,86.95,51.7,7.4,-9.36,1.69,130.98,-12.57,-5.38,-7.14,0.0,3.17,15.5,13.84,1072.98
2017-04-15,127.37,120.72,327.63,99.84,116.41,76.67,37.86,3.96,-9.29,1.7,129.27,-11.65,-5.21,-7.54,0.0,3.15,15.51,14.38,1040.77
2017-04-16,122.47,121.38,327.95,104.57,110.9,77.56,36.56,7.89,-10.01,1.7,131.59,-11.64,-5.03,-7.58,0.0,3.1,15.56,14.42,1041.39
2017-04-17,124.18,121.05,331.5,109.95,114.82,76.12,32.68,17.26,-10.1,1.7,133.98,-11.73,-5.05,-7.38,0.0,3.08,15.48,14.07,1061.62
2017-04-18,127.93,122.2,333.18,116.91,113.83,107.63,48.58,12.91,-9.84,1.48,147.5,-11.77,-6.25,-5.53,0.0,3.02,15.29,14.32,1131.39
2017-04-19,128.69,122.85,338.86,130.79,100.21,108.35,44.95,14.62,-9.89,1.85,147.96,-13.29,-6.91,-5.5,0.0,3.0,14.15,13.89,1134.59
2017-04-20,125.56,123.64,334.82,115.09,112.96,128.34,44.43,15.65,-9.62,0.53,148.21,-13.44,-6.67,-7.42,0.0,3.07,11.99,14.33,1141.46
2017-04-21,130.29,123.63,321.26,101.35,120.21,102.81,55.61,16.73,-10.01,0.15,143.65,-12.53,-6.36,-6.64,0.0,3.07,11.36,14.36,1108.94
2017-04-22,127.66,123.52,315.75,82.29,121.14,92.5,46.16,13.2,-9.5,0.0,134.29,-13.52,-5.62,-9.93,0.0,3.1,11.35,14.62,1047.01
2017-04-23,128.47,124.91,312.55,86.77,122.1,84.43,47.1,13.02,-9.49,0.0,133.63,-13.47,-5.76,-10.16,0.0,3.67,11.44,14.8,1044.02
2017-04-24,133.93,121.42,322.95,85.29,126.02,108.5,52.05,12.98,-9.52,-0.0,133.42,-12.99,-6.06,-8.13,0.0,3.44,11.4,14.47,1089.17
2017-04-25,126.03,123.69,311.86,87.93,121.07,118.93,41.82,12.97,-10.06,-0.0,138.51,-12.75,-5.37,0.0,0.0,3.26,11.39,14.43,1083.7
2017-04-26,128.0,122.64,330.56,95.36,111.57,136.29,49.85,13.97,-9.82,-0.0,143.52,-14.01,-4.91,0.0,0.0,3.39,11.36,14.32,1132.07
2017-04-27,128.6,121.99,332.08,105.04,117.22,111.39,43.85,14.97,-9.28,0.0,135.95,-13.89,-4.53,0.0,0.0,3.4,11.36,14.54,1112.68
2017-04-28,126.67,122.57,331.4,101.46,121.76,101.8,45.27,16.47,-10.34,0.0,134.76,-13.93,-4.94,-5.03,0.0,3.45,11.4,14.68,1097.45
2017-04-29,129.6,119.96,307.55,95.9,112.02,100.32,43.39,16.48,-9.97,1.03,124.67,-13.48,-4.3,-8.19,0.0,3.3,11.46,14.04,1043.78
2017-04-30,129.75,115.17,313.61,78.69,124.49,80.81,35.28,15.48,-9.91,0.47,118.18,-13.64,-4.17,-7.26,0.0,3.23,11.43,14.3,1005.93
2017-05-01,127.3,119.85,313.18,81.76,124.66,90.96,39.66,15.0,-10.37,0.82,123.57,-10.57,-4.31,-7.82,0.0,3.22,11.42,14.46,1032.8
2017-05-02,116.24,121.51,301.76,93.94,123.36,120.49,39.48,18.49,-10.89,0.0,125.85,-10.2,-4.66,-5.48,0.0,3.2,11.4,14.45,1058.94
2017-05-03,123.87,121.18,312.17,89.0,125.27,130.62,47.25,14.48,-11.14,0.74,126.18,-9.28,-5.36,-6.51,0.0,3.2,11.17,14.19,1087.04
2017-05-04,126.47,123.49,308.75,84.55,118.33,124.11,45.24,12.98,-11.47,1.71,125.45,-9.81,-5.36,-5.41,0.0,3.22,11.38,13.71,1067.32
2017-05-05,123.56,122.68,302.48,98.83,117.38,111.2,44.61,13.98,-10.95,0.71,126.11,-11.03,-5.09,-3.94,0.0,3.21,11.34,13.97,1059.04
2017-05-06,123.28,123.04,269.0,78.7,106.5,93.96,44.05,13.01,-10.99,1.6,124.08,-12.06,-4.86,-9.0,0.0,3.2,11.37,14.34,969.21
2017-05-07,122.55,123.02,272.2,82.41,106.11,88.08,43.94,12.49,-10.98,1.54,123.98,-11.61,-4.74,-8.95,0.0,3.18,11.33,14.12,968.68
2017-05-08,119.47,123.03,275.18,89.09,110.16,111.03,44.9,12.17,-10.98,0.87,136.01,-10.29,-5.12,-7.25,0.0,3.14,11.19,13.86,1016.45
2017-05-09,116.58,124.12,275.66,87.54,113.51,114.04,44.93,12.48,-11.12,0.66,140.59,-12.49,-5.37,-4.47,0.0,2.93,11.18,13.75,1024.51
2017-05-10,116.74,121.31,263.66,85.77,108.59,102.73,45.28,14.98,-11.36,0.63,143.12,-12.67,-5.36,-4.01,0.0,2.89,11.14,13.68,997.13
2017-05-11,122.11,122.46,236.68,75.81,101.55,109.32,45.11,12.14,-11.1,0.0,130.67,-12.35,-5.28,-6.89,0.0,3.06,11.3,13.58,948.16
2017-05-12,119.53,122.31,236.21,89.13,101.32,120.16,43.39,12.2,-11.37,0.41,138.23,-12.05,-4.86,-8.29,0.0,3.13,11.34,13.82,974.59
2017-05-13,116.41,122.28,236.89,76.35,101.48,73.24,43.17,13.01,-11.06,1.92,127.14,-12.25,-4.39,-8.18,0.0,3.15,11.32,14.48,904.97
2017-05-14,118.0,120.36,235.89,72.44,97.66,74.1,40.51,10.28,-10.65,2.02,127.08,-12.34,-4.23,-8.47,0.0,3.16,11.34,13.62,890.77
2017-05-15,121.91,120.27,231.82,71.43,99.82,90.94,44.13,7.01,-11.01,0.62,129.46,-12.36,-4.99,-7.95,0.0,3.11,11.35,13.3,908.87
2017-05-16,119.24,118.75,230.22,77.29,104.65,93.14,44.58,12.98,-11.66,0.87,123.58,-2.9,-5.11,0.0,0.0,3.11,11.29,11.3,931.33
2017-05-17,126.55,121.71,238.66,77.5,104.86,86.83,44.93,12.97,-11.45,0.19,127.33,-11.8,-5.08,-8.96,0.0,3.09,11.35,12.19,930.86
2017-05-18,126.06,122.32,270.17,74.74,98.67,87.37,45.26,14.98,-11.2,0.83,127.33,-11.64,-4.88,-8.83,0.0,3.07,11.33,13.66,959.22
2017-05-19,125.84,121.73,267.96,80.34,100.79,123.74,43.47,15.49,-11.34,0.86,129.84,-11.34,-4.94,-10.21,0.0,3.08,11.41,13.96,1000.68
2017-05-20,115.5,113.05,279.35,80.85,102.82,93.81,44.11,14.52,-11.05,1.37,116.96,-11.29,-4.56,-9.48,0.0,3.07,11.43,14.13,954.6
2017-05-21,116.89,108.7,287.3,72.73,111.44,79.72,43.35,12.28,-11.0,1.41,109.39,-11.26,-4.48,-8.39,0.0,3.07,11.41,13.94,936.48
2017-05-22,121.78,118.44,300.84,75.18,113.21,83.99,43.56,14.01,-12.15,0.98,120.8,-11.48,-4.79,-8.28,0.0,2.93,11.35,13.82,984.18
2017-05-23,127.87,113.4,308.41,82.14,108.88,85.85,43.67,16.03,-12.02,0.94,122.47,-11.58,-4.9,-10.03,0.0,2.96,11.3,13.73,999.11
2017-05-24,126.21,119.79,308.53,76.71,107.13,99.28,32.02,14.52,-12.5,0.56,122.35,-12.06,-4.97,-9.99,0.0,3.05,11.33,14.02,995.97
2017-05-25,126.25,120.57,292.16,79.37,102.87,106.74,29.87,15.53,-12.86,0.92,122.94,-12.28,-5.06,-9.16,0.0,3.1,11.22,13.72,985.9
2017-05-26,125.94,121.32,287.55,74.08,107.82,104.73,31.4,15.53,-11.96,1.13,122.7,-12.37,-4.98,-7.54,0.0,3.12,11.35,13.72,983.55
2017-05-27,121.23,119.45,297.62,75.96,104.7,89.3,23.44,14.03,-11.35,1.03,118.48,-12.46,-4.64,-9.37,0.0,3.1,11.35,13.59,955.47
2017-05-28,116.44,117.62,303.81,75.06,103.34,80.8,23.94,13.54,-11.08,1.03,118.57,-12.46,-4.54,-9.12,0.0,3.08,11.34,13.65,945.0
2017-05-29,120.17,121.69,307.97,84.41,106.39,84.85,30.25,12.2,-11.18,1.03,122.49,-12.6,-4.84,-9.03,0.0,3.04,11.37,10.5,978.71
2017-05-30,126.93,121.71,293.85,71.8,109.29,97.53,38.99,11.01,-12.29,0.67,121.37,-12.42,-4.67,-10.32,0.0,3.01,11.24,6.11,973.8
2017-05-31,126.64,120.02,304.1,67.55,111.12,98.36,22.52,12.19,-13.37,0.84,121.81,-12.5,-4.86,-5.78,0.0,3.0,11.32,9.0,971.98
2017-06-01,123.47,122.62,293.96,72.78,108.64,84.65,37.95,13.53,-12.28,0.0,116.06,-12.03,-5.01,-8.45,0.0,3.0,11.28,11.75,961.92
2017-06-02,124.22,124.98,303.11,72.88,107.27,84.86,22.64,14.02,-12.56,0.75,117.32,-12.35,-4.87,-7.64,0.0,3.07,11.25,13.8,962.75
2017-06-03,127.33,125.82,297.65,72.4,108.1,74.44,22.37,14.0,-12.21,0.6,117.26,-12.49,-4.52,-10.19,0.0,3.07,11.26,14.16,949.04
2017-06-04,129.3,126.53,296.99,72.42,108.86,81.71,17.78,14.0,-12.46,0.43,119.68,-12.5,-4.55,-10.78,0.0,3.06,11.22,14.01,955.7
2017-06-05,125.76,126.42,282.37,72.74,108.49,85.91,25.0,13.52,-12.4,0.02,119.73,-12.46,-5.22,-10.59,0.0,3.06,11.25,14.63,948.23
2017-06-06,128.62,118.98,287.13,70.23,107.15,93.6,31.68,13.51,-12.67,0.87,100.43,-12.58,-5.0,-5.02,0.0,3.12,11.18,13.49,944.73
2017-06-07,113.38,121.8,284.46,71.05,105.77,82.35,44.26,14.52,-13.11,0.37,100.35,-12.47,-5.24,-9.1,0.0,2.99,11.26,12.58,925.21
2017-06-08,117.45,125.18,277.39,74.03,104.33,78.03,44.92,15.04,-13.42,0.0,99.01,-12.73,-5.39,-10.12,0.0,2.88,11.25,12.6,920.46
2017-06-09,133.65,126.55,290.53,73.66,99.39,77.7,27.56,14.05,-13.14,-2.39,99.27,-13.16,-5.43,-7.83,0.0,3.14,11.16,13.16,927.86
2017-06-10,95.57,120.38,289.9,68.04,96.18,69.33,20.85,14.05,-12.58,0.0,98.58,-12.0,-5.05,-2.49,0.0,3.1,11.23,13.25,868.33
2017-06-11,120.49,119.46,293.21,67.26,97.19,68.6,16.36,13.51,-12.57,0.0,99.22,-11.98,-4.92,-8.35,0.0,3.09,11.19,13.16,884.91
2017-06-12,130.84,119.65,289.49,61.96,97.69,76.24,28.96,12.19,-11.88,0.33,98.4,-12.15,-5.39,-8.75,0.0,3.0,11.13,12.9,904.61
2017-06-13,130.39,118.6,280.89,59.9,97.34,89.22,30.29,13.01,-11.3,0.0,98.17,-12.86,-5.21,-3.11,0.0,2.98,11.17,12.5,911.98
2017-06-14,128.28,117.95,249.14,61.37,95.43,99.3,33.53,12.17,-13.33,0.0,98.37,-13.01,-5.48,-3.4,0.0,2.91,11.2,12.75,887.2
2017-06-15,127.75,119.27,198.4,58.11,93.73,95.6,32.49,12.17,-13.67,0.88,97.93,-13.04,-5.21,-5.11,0.0,2.9,11.15,13.16,826.53
2017-06-16,99.09,117.03,242.9,63.45,97.08,80.64,33.41,12.17,-13.63,0.95,98.24,-13.16,-5.44,-0.87,0.0,2.85,11.19,12.3,838.21
2017-06-17,97.97,114.01,247.86,66.66,89.29,62.81,22.37,11.0,-11.21,0.0,98.3,-13.01,-4.92,-4.34,0.0,2.82,11.26,13.14,803.99
2017-06-18,98.02,113.66,244.04,67.91,85.17,68.21,17.91,11.0,-10.94,0.96,97.82,-13.08,-4.57,-4.44,0.0,2.87,11.13,12.8,798.47
2017-06-19,95.39,113.56,242.6,64.51,87.15,64.81,25.28,11.0,-11.95,0.7,98.19,-13.12,-5.09,-2.26,0.0,2.83,10.98,11.53,796.12
2017-06-20,98.13,120.83,237.01,72.71,85.22,53.06,27.54,12.14,-12.8,0.17,98.02,-13.09,-5.27,-2.53,0.0,2.82,11.05,12.52,797.53
2017-06-21,97.2,122.91,236.36,70.08,87.73,61.67,23.12,11.47,-13.32,0.92,98.22,-13.21,-5.39,1.59,0.0,2.79,11.04,12.8,806.01
2017-06-22,95.01,119.16,233.44,69.65,84.92,56.47,22.91,12.15,-13.08,0.92,83.7,-13.94,-5.56,-0.46,0.0,2.87,10.98,12.43,771.56
2017-06-23,122.3,120.95,247.15,68.88,89.1,57.1,21.88,12.14,-13.01,0.89,81.4,-13.82,-5.48,0.07,0.0,2.9,11.02,13.54,817.0
2017-06-24,121.91,126.51,256.77,64.61,94.58,53.46,23.9,12.15,-11.02,0.73,82.9,-13.31,-4.89,-1.13,0.0,2.89,11.07,13.86,834.98
2017-06-25,122.83,126.5,258.63,62.59,96.88,51.8,20.19,10.98,-12.36,0.0,84.44,-13.22,-5.04,-1.48,0.0,2.86,11.1,13.51,830.21
2017-06-26,108.64,122.04,263.2,66.36,96.23,60.28,39.25,10.99,-12.68,0.86,98.82,-13.16,-5.48,-3.12,0.0,2.9,11.03,13.49,859.64
2017-06-27,123.87,122.18,264.12,64.59,95.5,65.83,41.03,12.14,-11.67,0.0,82.09,-13.78,-5.28,-5.46,0.0,2.83,11.0,13.3,862.3
2017-06-28,128.4,124.86,264.31,68.11,98.74,62.73,40.54,12.16,-11.19,0.0,80.54,-13.56,-5.4,-6.18,0.0,2.82,10.94,13.95,871.78
2017-06-29,128.0,123.33,272.3,69.21,102.86,50.01,41.06,12.15,-12.18,0.0,80.86,-13.52,-5.56,-7.68,0.0,2.87,10.96,13.94,868.61
2017-06-30,126.29,120.37,288.89,70.33,103.83,55.68,36.16,13.97,-13.04,-0.12,80.8,-13.57,-5.46,-7.99,0.0,2.9,10.98,13.91,883.92
2017-07-01,123.64,115.11,286.21,70.1,109.28,68.21,36.26,14.96,-12.86,-1.97,88.42,-11.24,-5.48,-8.92,0.0,2.91,11.04,14.35,900.03
2017-07-02,128.56,120.31,298.97,62.37,99.08,68.77,31.86,13.52,-12.79,-1.69,88.29,-11.21,-5.51,-9.0,0.0,2.88,10.89,14.32,899.64
2017-07-03,136.53,120.51,303.67,66.06,100.37,76.41,44.2,12.17,-12.66,-0.01,88.11,-11.28,-5.76,-6.28,0.0,2.88,10.83,13.7,939.43
2017-07-04,132.75,113.63,311.01,70.68,101.68,75.36,29.66,12.97,-12.86,-1.44,88.78,-11.36,-5.63,-5.5,0.0,2.9,10.92,13.36,926.91
2017-07-05,132.73,119.81,318.28,61.99,94.49,73.66,37.63,12.15,-12.59,-1.46,100.61,-11.19,-5.79,-6.71,0.0,2.91,10.98,13.76,941.27
2017-07-06,135.86,120.47,309.83,65.73,96.86,67.21,34.24,10.98,-12.61,-3.08,99.26,-10.9,-5.77,-4.62,0.0,2.9,11.03,13.9,931.29
2017-07-07,133.39,120.49,327.74,80.77,98.2,64.93,28.98,10.99,-12.85,0.0,99.56,-11.31,-5.85,-4.75,0.0,2.9,11.03,13.58,957.78
2017-07-08,127.09,120.46,333.2,69.2,94.23,65.09,27.54,14.97,-13.03,-0.85,106.34,-12.2,-5.64,-8.2,0.0,2.91,11.08,13.8,946.0
2017-07-09,111.29,120.5,335.46,64.89,93.19,66.88,34.6,12.97,-12.59,-0.61,106.48,-11.48,-5.53,-7.78,0.0,2.87,11.0,13.84,935.99
2017-07-10,101.61,120.37,334.52,68.55,91.36,84.26,52.84,12.68,-12.67,-0.16,110.1,-11.85,-4.89,-6.22,0.0,2.86,11.05,13.85,968.27
2017-07-11,88.9,120.09,297.19,64.13,90.34,99.37,55.84,12.17,-12.61,-1.18,100.69,-11.94,-5.27,-3.88,0.0,2.82,10.96,13.91,921.53
2017-07-12,83.68,121.08,302.25,71.29,87.86,100.09,55.65,10.1,-13.1,-1.03,105.93,-12.16,-5.32,-2.64,0.0,2.84,11.05,13.39,930.95
2017-07-13,82.96,120.8,325.45,76.41,92.4,93.9,56.11,12.14,-13.22,-0.82,106.46,-12.37,-5.42,-0.82,0.0,2.86,11.05,13.63,961.52
2017-07-14,81.87,120.23,327.36,71.08,95.57,92.87,50.91,12.38,-13.7,-1.1,107.57,-12.29,-5.42,0.0,0.0,2.86,11.05,13.66,954.9
2017-07-15,81.35,120.16,325.78,58.7,91.27,89.8,39.76,15.46,-13.48,-1.26,109.17,-12.21,-5.09,0.0,0.0,2.88,11.0,13.87,927.16
2017-07-16,83.9,119.56,327.94,56.68,93.76,90.06,33.56,14.45,-13.73,-1.36,108.66,-11.77,-5.06,0.0,0.0,2.86,10.99,13.74,924.23
2017-07-17,94.22,121.82,318.5,65.82,97.43,99.43,49.9,12.16,-13.08,-1.51,106.79,-11.76,-5.44,0.0,0.0,2.85,11.0,13.83,961.96
2017-07-18,103.99,120.26,308.71,74.81,94.48,100.1,51.19,12.15,-12.73,-1.54,106.85,-12.25,-5.67,-3.68,0.0,2.92,11.05,13.65,964.31
2017-07-19,103.1,124.74,321.89,71.11,89.67,99.42,45.67,12.16,-13.28,-1.08,111.85,-13.48,-5.54,-5.94,0.0,2.9,12.19,13.64,969.0
2017-07-20,103.57,125.02,287.83,74.29,88.62,100.7,53.65,12.15,-12.92,-0.41,110.09,-14.03,-5.63,-4.37,0.0,2.87,12.85,13.82,948.1
2017-07-21,120.78,124.22,308.51,66.03,86.08,97.68,26.73,10.98,-12.81,0.0,113.06,-13.39,-5.62,-3.45,0.0,2.86,13.22,13.6,948.47
2017-07-22,133.91,123.22,312.7,29.31,87.98,91.66,23.28,11.47,-12.79,1.6,113.83,-13.64,-5.38,-1.51,0.0,2.87,13.45,13.7,925.67
2017-07-23,133.08,123.23,307.34,59.37,86.49,91.54,18.86,10.49,-13.12,1.5,113.25,-13.49,-5.39,-1.13,0.0,2.84,13.9,13.47,942.24
